name,rating,reviews,host_name,address,amenities,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout
"65m² PATONG BEACH, SMART TVs, FAST WIFI, POOL, GYM",4.83,12,Dr. Supot,"Phuket, Thailand","Garden view,Park view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,55"" HDTV with Amazon Prime Video, Netflix, cable/satellite TV, standard cable/satellite, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Roku,Security cameras on property",3488, Thailand,1,2,4,0,1,0,12:00:00,12:00:00
Grandiose 8BR luxury villa immersed in nature,New,2,Theo,"Chalong, Phuket, Thailand","Garden view,Lake view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,Pets allowed",45336, Thailand,9,14,16,0,8,0,15:00:00,12:00:00
Attractive Private Pool Villa in Phuket,5.0,8,Gregory,"Rawai, Phuket, Thailand","Garden view,Kitchen,Wifi,Free parking on premises,Private pool,TV with standard cable/satellite,Free washer – In unit,AC – split-type ductless system,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7165, Thailand,2,1,6,0,2,0,15:00:00,11:00:00
Specious 1 bedroom in 50 meters to Rawai Beach,New,0,Natalia,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",2569, Thailand,1,1,4,0,1,0,12:00:00,00:00:00
La Xenia Kata Beach Hotel R402,New,1,La Xenia Kata,"Tambon Karon, Chang Wat Phuket, Thailand","Mountain view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2946, Thailand,1,1,2,0,1,0,14:00:00,12:00:00
PATONG BEACH PRESTIGE APARTMENT SEAESCAPE 4BEDROOM,New,1,Bb,"Pa Tong, Phuket, Thailand","Public or shared beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Private hot tub,Shared sauna,89"" HDTV with Apple TV, Disney+, HBO Max, Netflix, cable/satellite TV,Security cameras on property",37780, Thailand,2,5,10,0,4,0,15:00:00,12:00:00
Cozy House near Patong Beach,New,1,Bruno,"Tambon Patong, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,TV,Washing machine,Air conditioning,Patio or balcony,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5958, Thailand,2,2,6,0,2,0,15:00:00,11:00:00
Seaview of Patong Bay Room,4.75,4,Benja,"Tambon Patong, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1257, Thailand,1,1,2,0,1,0,14:00:00,12:00:00
Calypso Garden 413 by Villacarte,New,1,Aleksandra,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,TV,Lift,Free washer – In unit,Air conditioning,Bath",3548, Thailand,1,1,2,0,1,0,15:00:00,11:00:00
Malee Beach B1 - big villa for 12 people.,4.82,17,Annika,"Sala Dan, Krabi, Thailand","Kitchen,Wifi,Free on-street parking,Pool,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12801, Thailand,3,12,12,0,6,0,14:00:00,11:00:00
Cosy Cottage seaside area with shared pool (L1),4.93,40,Pattama,"ko lanta, Thailand","Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Shared pool,TV with standard cable/satellite,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3853, Thailand,2,3,5,0,2,0,14:00:00,11:00:00
Rawai Naiharn Apartments,5.0,3,Tim,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,40"" TV with standard cable/satellite,Lift,Free washer – In unit,Central air conditioning,Private patio or balcony",4596, Thailand,1,1,2,0,1,0,12:00:00,12:00:00
Quiet sea view apartment 3 min beach - AC ...,4.97,33,Noi And Oliver,"Ko Lanta District, Krabi, Thailand","Kitchen,Fast wifi – 147 Mbps,Free parking on premises,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Children’s books and toys,Hair dryer,Refrigerator",5692, Thailand,1,2,2,0,1,0,14:00:00,12:00:00
Oxygen Villa,4.88,8,Steven,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Fast wifi – 157 Mbps,Dedicated workspace,Free parking on premises,Private pool,HDTV with cable/satellite TV,Free washer – In unit,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3950, Thailand,3,2,4,0,2,0,12:00:00,12:00:00
8 Topaz Villa -special- sleeps 14-Nai Harn beach,4.86,7,David,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",29186, Thailand,4,11,14,0,5,0,14:00:00,12:00:00
Turma apartment in eco resort Lake View Bungalows,5.0,8,Karl - Lake View Bungalows,"Khaolak, พังงา, Thailand","Garden view,Wifi,Dedicated workspace,Free parking on premises,Hot tub,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",5541, Thailand,1,1,2,0,1,0,14:00:00,12:00:00
WhiteRose - Mountain View Condo near Karon Beach,5.0,6,Max,"Tambon Karon, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV with standard cable/satellite,Lift,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",3828, Thailand,1,1,2,0,1,0,12:00:00,23:00:00
Kata Sea View Luxury Apartments / Santosa  O29,4.9,10,John,"Tambon Karon, Chang Wat Phuket, Thailand","Beach access,Kitchen,Wifi,Free parking on premises,Shared pool,TV with standard cable/satellite,Lift,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",3065, Thailand,1,1,2,0,1,0,15:00:00,11:00:00
9 Onyx Villa special - sleeps 10 - Nai Harn beach,5.0,3,David,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",25081, Thailand,3,7,10,0,4,0,14:00:00,12:00:00
Modern Studio Near Naiharn,New,0,Olga,"Tambon Rawai, Chang Wat Phuket, Thailand","Courtyard view,Kitchen,Wifi – 45 Mbps,Dedicated workspace,Free parking on premises,Shared pool,42"" HDTV with Amazon Prime Video, Chromecast, Netflix, standard cable/satellite, Fire TV, Hulu, Roku,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1379, Thailand,1,1,3,0,1,0,14:00:00,12:00:00
"Jirana Patong, Jane Heart",New,1,Jirana,"Tambon Patong, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",103366, Thailand,5,5,10,0,5,0,12:00:00,12:00:00
HOUSE #B - 3 ROOMS,4.88,16,Jules,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free on-street parking,TV with standard cable/satellite,Air conditioning,Patio or balcony,Garden,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2988, Thailand,1,4,6,0,3,0,14:00:00,12:00:00
VILLA STANDING - PRIVATE POOL - NAI HARN BEACH,5.0,5,Jacques,"Tambon Rawai, Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Private pool,TV with standard cable/satellite,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Security cameras on property",5139, Thailand,2,4,6,0,2,0,12:00:00,12:00:00
Studio room in 50 meters to Rawai Beach,New,1,Natalia,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",1956, Thailand,1,1,2,0,1,0,12:00:00,00:00:00
Isara Khao Lak 2 bedrooms with forest view B14,5.0,9,Liz,"Khuekkak, Phang Nga, Thailand","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Air conditioning,Cot,High chair,Hair dryer",5037, Thailand,2,2,4,0,2,0,14:00:00,12:00:00
3.5BR Thai-style art pool villa in Naiharn,5.0,7,Faye,Thailand,"Courtyard view,Garden view,Beach access,Kitchen,Wifi,Free on-street parking,Shared pool,Pets allowed,TV,Air conditioning",10141,Thailand,4,7,10,0,4,0,15:00:00,00:00:00
Villa Chuan Chom,New,2,Chatrudee,"Tambon Karon, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV with standard cable/satellite,Washing machine,Air conditioning,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",17631, Thailand,3,3,7,0,3,0,15:00:00,12:00:00
Cat story hotel in Phuket. Cat Theme Cozy Balcony Washing Machine,4.67,3,Zisong,"Tambon Patong, Chang Wat Phuket, Thailand","Beach access – Beachfront,Fast wifi – 179 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,TV,Lift,Free washer – In unit,AC – split-type ductless system,Security cameras on property",1272, Thailand,1,1,2,0,1,0,14:00:00,12:00:00
Lovely NBC 1-bedroom condo in Nai Harn beach,New,2,Natalia,"Tambon Rawai, Chang Wat Phuket, Thailand","Beach access,Kitchen,Wifi,Free parking on premises,Shared pool,TV,Air conditioning,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1990, Thailand,1,2,3,0,1,0,12:00:00,12:00:00
Waterfront 1 bedroom Suites Sea view,4.7,23,Waterfront,"Karon, Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Pool,TV,Lift,Air conditioning,Cot,High chair,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",11365, Thailand,1,2,2,0,1,0,15:00:00,12:00:00
Naiharn Pearl 804 by VillaCarte,5.0,3,Aleksandra,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Shared pool,HDTV with standard cable/satellite,Free washer – In unit,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1933, Thailand,1,1,3,0,1,0,15:00:00,12:00:00
Fully equipped room 250m from the beach,New,1,Pascal,"Tambon Karon, Chang Wat Phuket, Thailand","Wifi,TV,Air conditioning,Hair dryer,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1108, Thailand,1,1,2,0,1,0,13:00:00,12:00:00
DELUXE APART-HOTEL - STUDIO BEST CONFORT,4.6,15,Jacques,"Tambon Rawai, Phuket, Thailand","Kitchen,Wifi,Free on-street parking,Pool,TV with standard cable/satellite,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Hair dryer",1555, Thailand,1,1,2,0,0,1,14:00:00,12:00:00
Isara Khao Lak 2 bedroom with forest view B3,New,2,Liz,"Khuekkak, Phang Nga, Thailand","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Air conditioning,Cot,High chair,Hair dryer",5037, Thailand,2,2,4,0,2,0,14:00:00,12:00:00
Naiharn Pearl 610 by VillaCarte,4.8,5,Aleksandra,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi – 42 Mbps,Free parking on premises,Shared pool,TV,Washing machine,Air conditioning,Patio or balcony,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",1291, Thailand,1,1,2,0,1,0,14:00:00,11:00:00
Three Sister Villas #2,5.0,12,Pete & Kamonwan,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Free parking on premises,Private pool,TV with standard cable/satellite,Washing machine,Air conditioning,Private patio or balcony,Luggage drop-off allowed,Cot",13601, Thailand,2,2,4,0,2,0,15:00:00,12:00:00
Modern Zen Pool Villa with 3 Bedrooms in Nai Harn,New,0,Thanyakan,"Tambon Rawai, Chang Wat Phuket, Thailand","Mountain view,Kitchen,Wifi,Dedicated workspace,Free carport on premises – 1 space,Private outdoor pool – infinity, saltwater,Private hot tub,TV with standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",17001, Thailand,3,3,6,0,3,0,15:00:00,12:00:00
Sonya guesthouse garden view  private bathroom  **,5.0,13,Renniiw,"Amphoe Ko Lanta, Chang Wat Krabi, Thailand","Wifi,Dedicated workspace,Free parking on premises,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",839, Thailand,1,1,2,0,1,0,14:00:00,12:00:00
"Southern Residence Poolvilla C3, Koh Lanta, Krabi",4.75,4,Stefan,"Sala Dan, Krabi, Thailand","Garden view,Mountain view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,49"" HDTV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8240, Thailand,1,9,9,0,4,0,15:00:00,11:00:00
"Bungalow no. 6, Fan Room, Balcony",New,1,Pascal,"Tambon Sala Dan, Chang Wat Krabi, Thailand","Beach access,Kitchen,Wifi,Free parking on premises,Bath,Patio or balcony,Garden,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",883, Thailand,1,1,2,0,1,0,12:00:00,12:00:00
Rawai The Title Beachfront Apartment Title 海滨公寓,New,2,Sean,"Tambon Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,TV,Lift,Air conditioning,Hair dryer,Gym",5973, Thailand,1,1,3,0,1,0,14:00:00,11:00:00
Naiharn Lofty Designed apartment By Space B326,4.75,4,Iuliia,"Rawai, Phuket, Thailand","Beach access,Kitchen,Wifi,Free parking on premises,Shared pool,TV,Washing machine,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",3215, Thailand,1,2,3,0,1,0,14:00:00,12:00:00
Tropical Grand Villa with private  Pool,New,1,Gregory,"Tambon Rawai, Chang Wat Phuket, Thailand","Garden view,Kitchen,Wifi,Free parking on premises,Private pool,Pets allowed,TV with standard cable/satellite,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10267, Thailand,3,3,6,0,3,0,15:00:00,11:00:00
Naiharn Beach Apartment by Space A510,5.0,3,Iuliia,"Tambon Rawai, Chang Wat Phuket, Thailand","Beach access,Kitchen,Wifi,Free parking on premises,Shared pool,TV,Washing machine,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",5333, Thailand,1,2,4,0,1,0,14:00:00,12:00:00
"One Bedroom Living room, Kitchenette and Balcony",5.0,4,Veena,"Tambon Patong, Chang Wat Phuket, Thailand","City skyline view,Mountain view,Kitchen,Wifi,Dedicated workspace,32"" TV with standard cable/satellite,Lift,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1247, Thailand,1,1,2,0,1,0,14:00:00,11:00:00
Villa with pool and two terraces with nice views,New,0,Annika,"Tambon Sala Dan, Chang Wat Krabi, Thailand","Pool,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5243, Thailand,2,6,6,0,3,0,15:00:00,11:00:00
A tiny quiet private room in the centre of PATONG,New,2,Tinna,"Kathu, Chang Wat Phuket, Thailand","Wifi,Free on-street parking,TV,Air conditioning,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",1254, Thailand,1,1,2,0,1,0,14:00:00,11:00:00
Shanti Phuket. Urban Farm & Resort.  Andaman Room,4.63,8,Kim,"Tambon Chalong, Chang Wat Phuket, Thailand","Wifi,Free parking on premises,Pool,TV,Washing machine,Air conditioning,Luggage drop-off allowed,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3247, Thailand,1,1,2,0,1,0,12:00:00,12:00:00
Superior Triple Bedroom,4.89,9,Penn,"Sala Dan, Krabi, Thailand","Kitchen,Wifi,Air conditioning,Refrigerator,Gym,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2015, Thailand,1,2,3,0,0,1,15:00:00,12:00:00
TWO Bedroom Living room and Kitchenette in Patong,New,2,Veena,"Tambon Patong, Chang Wat Phuket, Thailand","City skyline view,Mountain view,Kitchen,Wifi,Dedicated workspace,40"" TV with standard cable/satellite,Lift,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2645, Thailand,2,2,4,0,2,0,14:00:00,11:00:00
"2 Bedroom Suite in Nai Harn, Phuket",New,2,Khwanjit,"Naiharn, Rawai, Chang Wat Phuket, Thailand","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,TV,Paid washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7556, Thailand,1,3,4,0,2,0,14:00:00,12:00:00
Villa Pinthaliya,4.95,197,Sunil,"Galle, Southern Province, Sri Lanka","Kitchen,Wifi,Free parking on premises,Pool,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13681, Sri Lanka,5,3,6,0,3,0,12:00:00,12:00:00
Batuta Maldives Surf View,4.63,44,Marx,"Thulusdhoo, Maldives","Beach access – Beachfront,Wifi,TV,EV charger,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Baby bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",4925, Maldives,7,16,16,0,7,0,13:00:00,11:00:00
Welcome to Blue Note. Sea view Delux Double Room,4.75,8,Felix,"Hikkaduwa, Southern Province, Sri Lanka","Beach access,Wifi,Dedicated workspace,Free parking on premises,TV,EV charger,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1272, Sri Lanka,1,1,2,0,1,0,12:00:00,12:00:00
King room overlooking the lagoon and Indian Ocean,5.0,3,Ayaz,"Thulusdhoo, North Central Province, Maldives","Ocean view,Sea view,Beach access – Beachfront,Wifi,Dedicated workspace,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",9121, Maldives,1,1,4,0,1,0,12:00:00,11:00:00
Kulraya Villas - Luxury Serviced Pool Villas,4.98,134,Ian,"Ko Lanta, Krabi, Thailand","Mountain view,Ocean view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private outdoor pool – infinity,TV with Chromecast, Netflix, standard cable/satellite,Washing machine,Air conditioning",12593, Thailand,2,5,5,0,2,0,14:00:00,11:00:00
Intimate Bungalow in Jungle Garden 10 min to Beach,4.95,85,Indika,"Galle, Southern Province, Sri Lanka","Garden view,Valley view,Public or shared beach access,Wifi,Free parking on premises,Air conditioning,Private patio or balcony,Private backyard – Fully fenced,Luggage drop-off allowed,Children’s books and toys",7752, Sri Lanka,1,1,2,0,1,0,13:00:00,11:00:00
